UNITID,INSTNM,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,FAXTELE,EIN,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,NPRICURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,IALIAS,INSTCAT,CCBASIC,CCIPUG,CCIPGRAD,CCUGPROF,CCENRPRF,CCSIZSET,CARNEGIE,LANDGRNT,INSTSIZE,CBSA,CBSATYPE,CSA,NECTA,F1SYSTYP,F1SYSNAM,F1SYSCOD,COUNTYCD,COUNTYNM,CNGDSTCD,LONGITUD,LATITUDE
240471,"University of Wisconsin-River Falls","410 S 3rd St","River Falls","WI","54022-5001",55, 3,"Dean Van Galen","Chancellor","7154253913","6082630544","396006461","00392300",1,"www.uwrf.edu","www.uwrf.edu/admissions/","www.uwrf.edu/FinancialAid","https://apply.wisconsin.edu/","www.uwrf.edu/FinancialAid/NetPriceCalculator.cfm",1,1,1,8,1,1,20,1,2,2,2,2,32,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,19,10,9,11,3,13,21,2,3,33460,1,378,-2,1,"University of Wisconsin System","155010",55093,"Pierce County",5503,-92.625316,44.852647
240480,"University of Wisconsin-Stevens Point","2100 Main St","Stevens Point","WI","54481-3897",55, 3,"Bernie Patterson","Chancellor","7153460123","7153464841","396006461","00392400",1,"www.uwsp.edu","www.uwsp.edu/admissions/","www.uwsp.edu/finaid/","https://apply.wisconsin.edu/","www.collegeportraits.org/WI/UWSP/estimator/agree",1,1,1,9,1,1,13,1,2,2,2,2,32,1,"A ",-2,-2,"-2",1,1,1,1,1,"UW-Stevens Point",2,19,10,6,11,3,13,21,2,3,44620,2,554,-2,1,"University of Wisconsin System","155010",55097,"Portage County",5503,-89.570934,44.529582
240505,"Casper College","125 College Dr","Casper","WY","82601-4699",56, 7,"Dr. Walter H. Nolte","President","3072682110","3072682611","836001132","00392800",1,"www.caspercollege.edu","www.caspercollege.edu/admissions","www.caspercollege.edu/financial_aid","https://hermes.caspercollege.edu/application/","www.caspercollege.edu/financial_aid",4,2,1,3,1,2,40,1,2,2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1," ",4,2,1,-1,2,1,3,40,2,2,16220,1,-2,-2,2," ","-2",56025,"Natrona County",5600,-106.327007,42.830517
240514,"Central Wyoming College","2660 Peck Avenue","Riverton","WY","82501",56, 7,"Dr. Jo Anne McFarland","President of the College","8007358418","3078552065","830206286","00728900",1,"www.cwc.edu/","www.cwc.edu/admissions","www.cwc.edu/financial-aid","web.cwc.edu/admissions/applying","www.cwc.edu/admissions/npc",4,2,1,3,1,2,40,1,2,2,2,2,33,1,"A ",-2,-2,"-2",1,1,1,1,1,"CWC|Central Wyoming Community College|Central",4,2,1,-1,2,1,2,40,2,2,40180,2,-2,-2,2," ","-2",56013,"Fremont County",5600,-108.427010,43.030492
240596,"Eastern Wyoming College","3200 West C St","Torrington","WY","82240-1699",56, 7,"Dr. Thomas Armstrong","President","3075328200","3075328229","836000874","00392900",1,"ewc.wy.edu","www.ewc.wy.edu/future/admissions/apply.cfm","www.ewc.wy.edu/future/finaid/index.cfm","ewc.wy.edu/forms/admissions/","new.ewc.wy.edu/future-students/financial-aid/net-price-calculator/",4,2,1,3,1,2,40,1,2,2,2,2,33,1,"A ",-2,-2,"-2",1,1,1,1,1," ",4,1,1,-1,2,1,2,40,2,2,-2,-2,-2,-2,2," ","-2",56015,"Goshen County",5600,-104.190823,42.079354
240620,"Laramie County Community College","1400 E College Dr","Cheyenne","WY","82007-3299",56, 7,"Joe Schaffer","President","30777852221357","3077781350","836009473","00925900",1,"www.lccc.wy.edu","www.lccc.wy.edu/admissions","www.lccc.wy.edu/services/financialAid","www.lccc.wy.edu/admissions/apply","www.lccc.wy.edu/services/financialAid",4,2,1,3,1,2,40,1,2,2,2,2,23,1,"A ",-2,-2,"-2",1,1,1,1,1,"LCCC|L Triple C",4,2,1,-1,2,1,3,40,2,2,16940,1,-2,-2,2," ","-2",56021,"Laramie County",5600,-104.780973,41.103874
240657,"Northwest College","231 W 6th St","Powell","WY","82435",56, 7,"Stefani Hicswa","President","3077546000","3077546245","836001133","00393100",1,"www.northwestcollege.edu","www.northwestcollege.edu/admissions/welcome/","www.northwestcollege.edu/financialaid/","www.northwestcollege.edu/apply/","www.northwestcollege.edu/financialaid/docs/calculator.html",4,2,1,3,1,2,40,1,2,2,2,2,33,1,"A ",-2,-2,"-2",1,1,1,1,1,"Northwest Community College",4,1,1,-1,3,1,2,40,2,2,-2,-2,-2,-2,2," ","-2",56029,"Park County",5600,-108.761728,44.760176
240666,"Sheridan College","3059 S Coffeen Ave","Sheridan","WY","82801",56, 7,"Paul Young","President","30767464460","3076744293","836000221","00393000",1,"www.sheridan.edu","www.sheridan.edu/site/sc/admissions/","www.sheridan.edu/site/sc/financial-aid/","www.sheridan.edu/site/sc/admissions/","www.sheridan.edu/site/sc/financial-aid/",4,2,1,3,1,2,40,1,2,2,2,2,33,1,"A ",-2,-2,"-2",1,1,1,1,1,"Northern Wyoming Community College District|Sheridan College|Gillette College",4,2,1,-1,1,1,3,40,2,2,43260,2,-2,-2,2," ","-2",56033,"Sheridan County",5600,-106.942374,44.764467
240693,"Western Wyoming Community College","2500 College Dr","Rock Springs","WY","82902-0428",56, 7,"Karla Leach","President","3073821600","3073821654","830024417","00393300",1,"www.wwcc.wy.edu","www.wwcc.edu/future.htm","www.wwcc.wy.edu/fin_aid","www.wwcc.edu/future.htm","www.wwcc.wy.edu/fin_aid",4,2,1,3,1,2,40,1,2,2,2,2,33,1,"A ",-2,-2,"-2",1,1,1,1,1,"WWCC|Western|Western Wyoming College",4,2,1,-1,1,1,3,40,2,2,40540,2,-2,-2,2," ","-2",56037,"Sweetwater County",5600,-109.237126,41.590964
240709,"Cheeks International Academy of Beauty Culture-Cheyenne","207 W 18 St","Cheyenne","WY","82001-4413",56, 7,"Robert M Stevenson","Financial Aid Admin","3076378700","3076344944","840928083","02211900",1,"www.cheeksusa.com"," "," "," ","www.cheeksusa.com",6,2,3,4,1,2,0,2,2,-2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,2,"Cheeks |Cheeks International",6,-3,-3,-3,-3,-3,-3,-3,2,1,16940,1,-2,-2,2," ","-2",56021,"Laramie County",5600,-104.816671,41.134180
240718,"Wyotech-Laramie","4373 N 3rd","Laramie","WY","82072-9519",56, 7,"W. Guy Warpness","President","3077423776","3077212105","830301912","00915700",1,"www.wyotech.edu/campus/laramie"," "," "," ","www.Wyotech.edu/npc",6,2,3,3,1,2,40,1,2,-2,2,2,33,1,"A ",-2,-2,"-2",1,1,1,1,2," ",4,10,1,-1,4,1,2,40,2,2,29660,2,-2,-2,1,"Corinthian Colleges Inc.","301230",56001,"Albany County",5600,-105.590547,41.339618
240727,"University of Wyoming","Corner of Ninth and Ivinson","Laramie","WY","82071",56, 7,"Robert Sternberg","President","3077661121","3077664126","836000331","00393200",1,"www.uwyo.edu","www.uwyo.edu/admissions/","www.uwyo.edu/sfa/","www.uwyo.edu/admissions/apply.html","npc.collegeboard.org/student/app/uwyo",1,1,1,9,1,1,11,1,2,2,2,2,33,1,"A ",-2,-2,"-2",1,1,1,1,1,"UW",2,16,14,18,11,4,15,15,1,4,29660,2,-2,-2,2," ","-2",56001,"Albany County",5600,-105.572040,41.311943
240736,"American Samoa Community College","PO Box 2609","Pago Pago","AS","96799-2609",60, 9,"Seth P. Galea'i","President","6846999155412","6846991083","660516639","01001000",1,"www.amsamoa.edu","www.amsamoa.edu","www.amsamoa.edu","www.amsamoa.edu","www.amsamoa.edu",1,1,1,5,1,2,30,1,2,2,2,2,33,1,"A ",-2,-2,"-2",1,1,1,1,1,"ASCC",3,4,1,-1,2,1,2,40,1,2,-2,-2,-2,-2,2," ","-2",60050,"Western District",6098,-170.742728,-14.322587
240745,"Guam Community College","1 Sesame Street","Mangilao","GU","96913",66, 9,"Dr. Mary A.Y. Okada","President","6717355700","6717345238","980040312","01536100",1,"www.guamcc.edu"," "," "," ","www.guamcc.edu/Runtime/uploads/Files/03%20Finance%20and%20Admin/FinancialAid/npcalc.htm",4,2,1,4,1,2,40,1,2,2,2,2,33,1,"A ",-2,-2,"-2",1,1,1,1,1,"GCC",4,1,1,-1,1,1,2,40,2,2,-2,-2,-2,-2,2," ","-2",66010,"Guam",6698,144.808944,13.440649
240754,"University of Guam","303 J. U. Torres Drive, UOG Station","Mangilao","GU","96923",66, 9,"Dr. Robert A. Underwood","President","6717352900","6717352203","980032933","00393500",1,"www.uog.edu","www.uog.edu/dynamicdata/ProspectiveStudents.aspx?siteid=1&p=43","www.uogonline.com/gateway/finaid/","www.uog.edu/dynamicdata/ProspectiveStudents.aspx?siteid=1&p=43","www.uog.edu/admin/assetmanager/images/financial%20aid/calculator/npcalc.htm",1,1,1,7,1,1,20,1,2,2,2,2,33,1,"A ",-2,-2,"-2",1,1,1,1,1,"UOG",2,20,13,6,6,3,9,21,1,2,-2,-2,-2,-2,2," ","-2",66010,"Guam",6698,144.802837,13.432726
240790,"Northern Marianas College","As Terlaje Campus","Saipan","MP","96950-1250",69, 9,"Dr. Sharon Y. Hart","President","67023454986700","6702341270","986021499","03033000",1,"www.nmcnet.edu/","www.nmcnet.edu/content.php?id=1&cat=6","www.nmcnet.edu/content.php?id=370"," ","www.nmcnet.edu/FinCal/npcalc.htm",1,1,1,5,1,2,30,1,2,2,2,2,33,1,"A ",-2,-2,"-2",1,1,1,1,1," ",3,23,2,-1,9,2,6,40,1,2,-2,-2,-2,-2,2," ","-2",69110,"Saipan Municipality",6998,145.721733,15.152247
240879,"Institute of Beauty Careers","199 Llorens Torres Ave Corner To Coll y Toste St","Arecibo","PR","00613",72, 9,"Magaly Gonzalez","Fiscal Officer","7878782880","7878806999","660507917","02343600",1,"www.ibcbelleza.com","www.ibcbelleza.com","www.ibcbelleza.com","www.ibcbelleza.com","www.ibcbelleza.com",9,3,3,2,1,2,0,2,2,-2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,11640,1,490,-2,2," ","-2",72013,"Arecibo Municipio",7298,-66.720979,18.468611
240985,"Educational Technical College-Recinto de Bayamon","1685 CARR #2 KL 11.2","Bayamon","PR","00959",72, 9,"Miriam Benitez","President","7877808234","7877808258","660394187","02570400",1,"www.edutecpr.com","www.edutecpr.com","www.edutecpr.com","www.edutecpr.com","edutecpr.com/index.php/admisiones/net-price.html",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,41980,1,490,-2,1,"Educational Technical College","301850",72021,"Bayamón Municipio",7298,-66.159092,18.395254
241100,"American University of Puerto Rico","Carr. #2, Km.14.4, Bo. Hato Tejas","Bayamon","PR","00960-2037",72, 9,"Juan C. Nazario-Torres","President","78762020402014","7877857377","660350945","01194100",1,"www.aupr.edu","www.aupr.edu/forms/SPContent.aspx?c=1263","www.aupr.edu","www.aupr.edu","www.aupr.edu/PDF/NPC/npcalc.htm",2,1,2,7,1,1,20,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,22,16,9,9,3,9,55,2,1,41980,1,490,-2,2," ","-2",72021,"Bayamón Municipio",7298,-66.186780,18.406139
241128,"American University of Puerto Rico","Carretera Estatal #2 Km.48.1","Manati","PR","00674-1082",72, 9,"Juan C.  Nazario-Torres","President","78762128353010","7876212836","660350945","01194101",1,"www.aupr.edu","www.aupr.edu/forms/SPContent.aspx?c=1263","www.aupr.edu/forms/SPContent.aspx?c=1264","www.aupr.edu/solicitudes/index.asp","www.aupr.edu/PDF/NPC/npcalc.htm",2,1,2,7,1,1,20,1,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,22,15,1,9,3,9,-3,2,2,41980,1,490,-2,2," ","-2",72091,"Manatí Municipio",7298,-66.478655,18.434072
241146,"American Educational College","45 Santa Cruz Street","Bayamon","PR","00961",72, 9,"Joaquin E. Gonzalez Pinto","President","7877981199251","7877981134","660393101","02303800",1,"www.amedcopr.com","www.amedcopr.com/requisitos-de-admision","www.amedcopr.com/asistencia-economica"," ","amedcopr.com/NetPriceCalculator/npcalc.htm",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,41980,1,490,-2,1,"American Educational College Inc.","300260",72021,"Bayamón Municipio",7298,-66.146866,18.396942
241182,"Antilles School of Technical Careers","Calle Cayey # 1911","San Juan","PR","00909",72, 9,"Guadalupe Milán","President","7872682244","7872681873","660429911","02234900",1,"www.antillespr.com"," "," "," ","antillespr.com/npc/npcalc.htm",9,3,3,2,1,2,0,2,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,41980,1,490,-2,2," ","-2",72127,"San Juan Municipio",7298,-66.058809,18.437921
241191,"Universidad Adventista de las Antillas","Carr 106 Km 2.2 Int","Mayaguez","PR","00680-0000",72, 9,"Obed Jimenez","President","78783495950","7878349597","660275521","00501900",1,"uaa.edu/"," "," "," ","ecams.uaa.edu/central/uaanpc/",2,1,2,7,1,1,20,1,2,2,2,2,22,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,22,15,1,10,3,7,32,2,2,32420,1,364,-2,2," ","-2",72097,"Mayagüez Municipio",7298,-67.112632,18.205329
241216,"Atlantic University College","Colton St. # 9","Guaynabo","PR","00970",72, 9,"Teresa de Dios-Unanue","President","78772010221000","7877201092","660404491","02505400",1,"www.atlanticu.edu","www.atlanticu.edu/admisiones.php","www.atlanticu.edu/asistencia_economica.php"," ","www.atlanticu.edu/asistencia_economica.php",2,1,2,7,1,1,20,1,2,2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,22,15,3,6,3,9,33,2,2,41980,1,490,-2,2," ","-2",72061,"Guaynabo Municipio",7298,-66.111714,18.357395
241225,"Bayamon Central University","Avenida Zaya Verde La Milagrosa Barrio Hato Tejas","Bayamón","PR","00960-1725",72, 9,"Dra. Lillian Negrón-Colón","President","78778630302100","7877402200","660259904","00502200",1,"www.ucb.edu.pr","www.ucb.edu.pr/admisiones/","www.ucb.edu.pr/asistencia_economica1.php","www.ucb.edu.pr","www.ucb.edu.pr/asistencia_economica1.php",2,1,2,7,1,1,20,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1,"UCB",2,19,16,6,7,4,9,21,2,2,41980,1,490,-2,2," ","-2",72021,"Bayamón Municipio",7298,-66.181496,18.400541
241304,"Columbia Centro Universitario-Caguas","Carr 183 Km 1.7","Caguas","PR","00726",72, 9,"Mr. Alex  R. De Jorge","President","7877434041240","7877465616","660323741","00890200",1,"www.columbiaco.edu","www.columbiaco.edu","www.columbiaco.edu","www.columbiaco.edu","www.columbiaco.edu",3,1,3,7,1,1,20,1,2,-2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1," ",3,20,2,2,5,3,6,33,2,2,41980,1,490,-2,1,"Columbia College Corporation","301080",72025,"Caguas Municipio",7298,-66.028097,18.226300
241331,"Carlos Albizu University-San Juan","San Francisco St Old San Juan","San Juan","PR","00902-3711",72, 9,"Ileana Rodriguez, Ed.D","President","78772565001436","7877217187","660234412","01072400",1,"www.albizu.edu","www.albizu.edu/Admissions-and-Aid","www.albizu.edu/Admissions-and-Aid","sju.albizu.edu"," ",2,1,2,9,1,1,12,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,26,-2,-2,-2,6,-2,59,2,1,41980,1,490,-2,2," ","-2",72127,"San Juan Municipio",7298,-66.113908,18.466573
241377,"Caribbean University-Bayamon","167 Ave.  Km 21.2","Bayamon","PR","00960-0493",72, 9,"Dr. Ana E. Cucurella-Adorno","President","787780007051001","7877850101","360277004","01252500",1,"www.caribbean.edu","www.caribbean.edu/B1_Requisitos_de_admision.html","www.caribbean.edu/Asistencia%20Economica.html","www.caribbean.edu/B1_Requisitos_de_admision.html","www.caribbean.edu/B7_Net%20Price%20Calcs.html",2,1,2,9,1,1,12,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,19,16,6,9,3,9,32,2,2,41980,1,490,-2,2," ","-2",72021,"Bayamón Municipio",7298,-66.158703,18.400074
241386,"Caribbean University-Carolina","Calle Ignacio Arzuaga #208","Carolina","PR","00985",72, 9,"Ana E. Cucurella","President","7877690007","7877687100","360277004","01252503",1,"www.caribbean.edu","www.caribbean.edu/B1_Requisitos_de_admision.html","www.caribbean.edu/Asistencia%20Economica.html","www.caribbean.edu/B2_solicitud_de_admision.html","www.caribbean.edu/B7_Net%20Price%20Calcs.html",2,1,2,7,1,1,20,1,2,2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,20,16,9,6,4,6,-3,2,1,41980,1,490,-2,2," ","-2",72031,"Carolina Municipio",7298,-65.957650,18.387460
241395,"Pontifical Catholic University of Puerto Rico-Arecibo","Carretera 662 KM 2.3","Arecibo","PR","00614-4045",72, 9,"Dr. Edwin Hernandez Vera","Rector","78788112126000","7878810777","660191965","00393601",1,"arecibo.pucpr.edu"," "," "," ","arecibo.pucpr.edu",2,1,2,7,1,1,20,1,2,-2,2,2,23,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,20,13,8,9,5,6,32,2,1,11640,1,490,-2,1,"Pontifical Catholic University of Puerto Rico Inc.","201100",72013,"Arecibo Municipio",7298,-66.679114,18.446006
241410,"Pontifical Catholic University of Puerto Rico-Ponce","2250 Boulevard Luis A. Ferre Aguayo Suite 608","Ponce","PR","00717-9997",72, 9,"Jorge I. Velez Arocho","President","78784120001002","7878404295","660191965","00393600",1,"www.pucpr.edu","www.pucpr.edu/?page_id=121","www.pucpr.edu/?page_id=143","www.pucpr.edu/?page_id=121","website.pucpr.edu/net_price_calculator/npcalc.htm",2,1,2,9,1,1,11,1,2,2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1,"PUCPR",2,17,13,18,9,5,12,21,2,3,38660,1,434,-2,1,"Pontifical Catholic University of Puerto Rico Inc.","201100",72113,"Ponce Municipio",7298,-66.617630,18.000652
241517,"Centro de Estudios Multidisciplinarios-San Juan","1206  13th. Street  Ext San Agustin","San Juan","PR","00926-1931",72, 9,"Laura Delgado","Main School Director","7877654210105","7877654530","660377342","02189100",1,"www.cempr.edu","www.cempr.edu/admisiones.html","www.cempr.edu/asistencia_economica.html"," ","www.cempr.edu/npcalc/",2,1,2,5,1,2,30,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1," ",3,9,1,-1,4,1,2,-3,2,1,41980,1,490,-2,1,"Centro de Educacion Multidisciplinaria Inc.","200370",72127,"San Juan Municipio",7298,-66.010873,18.390310
241614,"Universidad Teologica del Caribe","Road 848 Km. 0.5 Callejon Marquez, Bo. Saint Just","Trujillo Alto","PR","00978-0901",72, 9,"Francisco Ortiz","President","7877610808221","7877489220","660388034","02335500",1,"www.utcpr.edu"," "," "," ","www.utcpr.edu",2,1,2,5,1,2,30,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,24,-2,-2,-2,2,-2,51,2,1,41980,1,490,-2,1,"Church of God Mission Board of Puerto Rico","200390",72139,"Trujillo Alto Municipio",7298,-66.014483,18.370604
241720,"Colegio Universitario de San Juan","180 Jose Oliver St Tres Monjitas  Ind. Park","San Juan","PR","00918",72, 9,"Haydee Zayas Hernandez","Acting Chancellor","7874802400","7872741388","660427034","01056700",1,"www.cunisanjuan.edu","www.cunisanjuan.edu/Admisiones/solicitud_informacion.htm","www.cunisanjuan.edu/Admisiones/asistencia_economica.htm"," ","www.cunisanjuan.edu/netprice/npcalc.htm",1,1,1,5,1,2,30,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1," ",3,23,2,-1,6,2,9,40,2,2,41980,1,490,-2,2," ","-2",72127,"San Juan Municipio",7298,-66.066529,18.428528
241739,"Universidad Metropolitana","Ave. Ana G. Mendez Km 0.3","Cupey","PR","00928-1345",72, 9,"Carlos M. Padin","Chancellor","78776617176400"," ","660201206","02587500",1,"www.suagm.edu/umet","www.suagm.edu/umet/admisiones.asp?cn_id=544","www.suagm.edu/umet/asis_eco_bienvenida.asp","www.suagm.edu/umet/admisiones.asp?cn_id=544","www.suagm.edu/NetPriceCalc/NPC_UMET_PR/index.htm",2,1,2,9,1,1,12,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,"UMET",2,18,16,10,9,4,15,21,2,4,41980,1,490,-2,1,"Sistema Universitario Ana G. Mendez","201320",72127,"San Juan Municipio",7298,-66.061042,18.386652
241766,"Puerto Rico Conservatory of Music","951 Ponce de Leon Avenue","San Juan","PR","00907-3373",72, 9,"Carlos Conde","Chancellor","7877510160246","7877661216","660532997","01081900",1,"www.cmpr.edu","www.cmpr.edu/admisiones"," "," ","www.cmpr.edu",1,1,1,7,1,1,20,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,30,-2,-2,-2,3,-2,56,2,1,41980,1,490,-2,2," ","-2",72127,"San Juan Municipio",7298,-66.068376,18.420600
241793,"Center for Advanced Studies On Puerto Rico and the Caribbean","Calle Del Cristo #52","San Juan","PR","00901",72, 9,"Arq. Miguel Rodriguez Lopez","Chancellor","787723448126","7877231023","660380848","02166000",1,"ceaprc.edu","www.ceaprc.edu","www.ceaprc.edu"," ","www.ceaprc.edu",2,1,2,9,2,1,14,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1," ",1,32,-2,-2,-2,7,-2,59,2,1,41980,1,490,-2,2," ","-2",72127,"San Juan Municipio",7298,-66.118261,18.465890
241836,"EDP University of Puerto Rico Inc-San Sebastian","Betances # 49","San Sebastian","PR","00685",72, 9,"Dra. Melba Rivera Delgado","Chancellor","7878962137","7878960066","660277132","02165101",1,"www.edpuniversity.edu/","www.edpuniversity.edu/indice/admisiones","www.edpuniversity.edu/indice/costos-asistencia-economica"," ","www.edpuniversity.edu/net-price-calculator",2,1,2,5,1,2,30,1,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",3,22,15,-1,5,2,6,-3,2,2,10380,1,-2,-2,1,"EDP College of Puerto Rico Inc.","200530",72131,"San Sebastián Municipio",7298,-66.990909,18.334858
241906,"Emma's Beauty Academy-Mayaguez","Calle Munoz Rivera 9 Oeste","Mayaguez","PR","00680",72, 9,"Carlos Ramos Camara","Vice President","7878330980","7878330613","660507098","02189300",1,"www.emmasbeautyacademy.com","www.emmasbeautyacademy.com","www.emmasbeautyacademy.com","www.emmasbeautyacademy.com","www.emmasbeautyacademy.com",9,3,3,2,1,2,0,2,2,-2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,32420,1,364,-2,2," ","-2",72097,"Mayagüez Municipio",7298,-67.140997,18.199825
241951,"Escuela de Artes Plasticas de Puerto Rico","Barrio Ballaja Campo Del Morro","San Juan","PR","00902-1112",72, 9,"Ivonne Maria Marcial Vega","Chancellor","7877258120","7877258111","660478120","02569400",1,"www.eap.edu","www.eap.edu/en/admission.html","www.eap.edu/en/studentaffairs/economicinfo.html"," ","www.eap.edu/descargas/asistencia_economica/calculadora_asist_economica/index.html",1,1,1,5,1,2,30,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,"EAP",2,30,-2,-2,-2,2,-2,56,2,1,41980,1,490,-2,2," ","-2",72127,"San Juan Municipio",7298,-66.111462,18.467401
242042,"Instituto Tecnologico de Puerto Rico-Recinto de Manati","State Road 2  Km.47.3","Manati","PR","00674-1091",72, 9,"Arnaldo J. Rodríguez Vázquez","Director","7878542250235","7878547925","-1","02241910",1,"itec.pr/ITPR-Joomla/"," "," "," ","itec.pr",4,2,1,3,1,2,40,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1,"ITEC-MANATI",4,1,1,-1,3,1,2,-3,2,1,41980,1,490,-2,2," ","-2",72091,"Manatí Municipio",7298,-66.457032,18.439400
242060,"Sistema Universitario Ana G Mendez","Universidad Metropolitana, 1399 Ave. Ana G. Méndez","Rio Piedras","PR","00928-1345",72, 9,"Jose F. Méndez González","President","7877510178","7877513299","660201206","02601700",2,"www.suagm.edu","www.suagm.edu/solicitud_admisiones.asp?cn_id=469","www.suagm.edu/det_content.asp?cn_id=1018","www.suagm.edu/solicitud_admisiones.asp?cn_id=469"," ",0,1,2,9,1,1,11,1,2,2,-2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,-2,"SUAGM",-2,-3,-3,-3,-3,-3,-3,-3,2,-2,41980,1,490,-2,1,"Sistema Universitario Ana G. Mendez","201320",72127,"San Juan Municipio",7298,-66.061042,18.386652
242112,"Huertas College","#41 Hector R Bunker  St","Caguas","PR","00725",72, 9,"Maria del Mar Lopez","President","78774614001022","7877470170","660286052","02260800",1,"www.huertas.edu"," "," "," ","www.huertas.edu",6,2,3,3,1,2,40,1,2,-2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1," ",4,10,1,-1,3,1,2,40,2,2,41980,1,490,-2,2," ","-2",72025,"Caguas Municipio",7298,-66.031484,18.219116
242121,"Humacao Community College","Georgetti St. #69","Humacao","PR","00792",72, 9,"Jorge E. Mojica Rodriguez","President","7878521430","7878501577","660363441","02340600",1,"www.hccpr.edu","www.hccpr.edu","www.hccpr.edu","www.hccpr.edu","www.hccpr.edu",2,1,2,5,1,2,30,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",3,9,1,-1,3,1,2,40,2,1,41980,1,490,-2,2," ","-2",72069,"Humacao Municipio",7298,-65.826368,18.148339
242130,"ICPR Junior College-Arecibo","20 San Patricio","Arecibo","PR","00614-0067",72, 9,"Ivette Charriez","Director","7878786000","7878787750","660354046","01194001",1,"www.icprjc.edu"," "," "," ","www.icprjc.edu/netPriceCalculator/npalc.htm",6,2,3,3,1,2,40,1,2,-2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1," ",4,10,1,-1,4,1,1,-3,2,1,11640,1,490,-2,2," ","-2",72013,"Arecibo Municipio",7298,-66.758263,18.475297
242149,"ICPR Junior College-Mayaguez","80 West McKinley St","Mayaguez","PR","00681-1108",72, 9,"Luz Milagros Ortiz","Director","7878326000229","7878332237","660354046","01194002",1,"www.icprjc.edu"," "," "," ","www.icprjc.edu/netPriceCalculator/npalc.htm",6,2,3,3,1,2,40,1,2,-2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1," ",4,10,1,-1,3,1,1,-3,2,1,32420,1,364,-2,2," ","-2",72097,"Mayagüez Municipio",7298,-67.141966,18.201649
242316,"Instituto de Educacion Tecnica Ocupacional La Reine-Manati","Avenida Colon A 8","Manati","PR","00674-0000",72, 9,"Carmen Ocasio","Director","7878541119","7878843505","660402510","02170300",1,"www.lareine.edu","www.lareine.edu","www.lareine.edu","www.lareine.edu","www.lareine.edu/files/npcalc.htm",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,41980,1,490,-2,1,"Instituto de Educacion Inc.","302470",72091,"Manatí Municipio",7298,-66.490994,18.429557
